Type;Lat;Long;Intensity;Date;From;To
Issue;-12.0942506817242;-76.9989241744399;1;2020-06-02;22;23
Density;-12.106960151412;-77.0418702470268;2;2020-11-05;21;23
Density;-12.1087618175694;-76.9914513420079;1;2020-01-16;4;12
Issue;-12.1145659263372;-76.9876478334736;3;2020-01-18;4;20
Density;-12.0919472272146;-77.0011408969159;5;2020-03-30;23;23
Density;-12.1092172284921;-77.0392146113457;3;2020-10-28;16;16
Issue;-12.0665079008962;-77.0379986821552;3;2020-04-14;3;12
Density;-12.069982771333;-76.9778410553056;3;2020-07-16;9;23
Density;-12.0717613546618;-77.0142539122304;1;2020-12-05;21;22
Density;-12.0888016644068;-76.9793950025848;5;2020-09-20;15;16
Issue;-12.0851254627207;-77.045431413481;1;2020-01-16;23;23
Density;-12.109344340165;-77.0156482422156;4;2020-03-05;8;12
Issue;-12.1024995867941;-77.0249011483378;3;2020-07-01;12;23
Density;-12.0823032993172;-77.0319742681208;5;2020-10-03;8;16
Issue;-12.108462214143;-77.0396255177448;4;2020-09-07;16;23
Issue;-12.0908552659716;-77.0064303226162;2;2020-03-10;11;12
Density;-12.0690640047532;-76.9717140581268;4;2020-07-26;20;20
Density;-12.099357819194;-76.9948231214166;1;2020-03-07;6;14
Issue;-12.0892424674294;-77.0216804822285;5;2020-10-26;9;16
Issue;-12.0807334653387;-77.0270434796637;3;2020-01-19;11;11
Issue;-12.1092514040968;-77.0348024280387;1;2020-02-24;10;22
Density;-12.099773003285;-77.0224997944178;3;2020-07-14;1;21
Density;-12.0814593634545;-77.0220721758018;4;2020-02-10;6;10
Density;-12.077976846948;-76.9714814187221;3;2020-06-03;13;14
Issue;-12.086400672233;-77.0397738235321;5;2020-08-20;17;17
Issue;-12.1072871029673;-76.975621715801;3;2020-08-05;17;17
Density;-12.1004011708843;-76.9842247011636;4;2020-10-09;3;11
Issue;-12.1026563094842;-77.0408759079429;3;2020-07-08;5;6
Density;-12.0872550624701;-77.0456861614569;1;2020-03-09;15;18
Issue;-12.1116514606663;-76.9693976852529;5;2020-05-02;9;16
Issue;-12.1029960457946;-77.042148285458;3;2020-10-04;12;12
Density;-12.0895005490448;-77.0204632400756;2;2020-05-04;19;20
Density;-12.0847494111675;-77.0356342885431;1;2020-07-21;0;3
Density;-12.1086817847491;-77.0172642441362;4;2020-11-18;19;22
Issue;-12.1091566052274;-77.0269848378448;5;2020-05-13;7;23
Issue;-12.0792293366118;-76.988972894911;1;2020-09-22;4;9
Density;-12.1162875890135;-77.0019314148428;4;2020-08-11;18;23
Density;-12.0697485366765;-76.9840024140154;2;2020-09-16;16;23
Issue;-12.1096399125185;-76.9824602521038;5;2020-10-15;20;20
Density;-12.1051947075152;-76.980538924506;4;2020-01-02;3;15
Issue;-12.0845930418264;-77.0370170078367;4;2020-02-21;6;23
Issue;-12.0907189017393;-77.0409348559323;2;2020-07-02;12;14
Issue;-12.104239135383;-76.9978557503723;2;2020-12-07;13;15
Density;-12.1141835420426;-76.966749799003;3;2020-02-19;17;20
Density;-12.111792435562;-77.0144516274147;4;2020-02-23;21;23
Density;-12.1065819176185;-76.9688182766446;4;2020-04-26;5;18
Density;-12.0799872172369;-77.0392595226327;2;2020-09-23;6;18
Issue;-12.0784424225438;-77.0412172593256;4;2020-04-20;7;18
Issue;-12.1158917822859;-77.008727962612;1;2020-05-05;17;18
Issue;-12.0696200437747;-77.0114578914431;5;2020-02-10;3;4
Density;-12.1000524834708;-77.033875107797;1;2020-03-08;6;13
Density;-12.096403666992;-76.9807530266757;3;2020-06-11;20;20
Issue;-12.1041879582672;-77.0038391809625;1;2020-06-14;20;22
Issue;-12.1096231036454;-77.038850371693;5;2020-08-17;23;23
Issue;-12.1048806106385;-77.0344385397644;2;2020-07-09;18;22
Issue;-12.0646880093941;-77.0424813537637;5;2020-02-21;23;23
Issue;-12.1030444942589;-77.0094550270112;3;2020-10-13;21;23
Density;-12.1134836803832;-77.0031127365486;1;2020-12-12;23;23
Issue;-12.0868030202693;-77.0129873355552;4;2020-08-01;1;11
Issue;-12.116128327891;-76.969659815335;3;2020-05-12;21;21
Issue;-12.0835699229399;-76.9727529041705;3;2020-11-22;17;22
Density;-12.0658234137905;-76.9714868622942;5;2020-03-15;13;23
Issue;-12.0726783265891;-77.0107230560938;4;2020-11-17;6;7
Density;-12.0780871907887;-76.9880197547298;1;2020-09-10;9;16
Density;-12.1123279676774;-76.9666488263302;3;2020-03-27;21;23
Issue;-12.0669405538747;-77.0510627876387;5;2020-08-09;21;21
Density;-12.0651516806462;-77.0127431056692;3;2020-09-14;1;23
Density;-12.0946968305522;-77.0440841798464;3;2020-12-13;13;17
Issue;-12.0767250895597;-77.0172291826022;2;2020-08-12;13;14
Issue;-12.0713472297445;-76.9997934712874;3;2020-08-22;15;17
Density;-12.076960161395;-77.0449436597368;2;2020-08-19;2;19
Density;-12.0952310925852;-77.0170659443537;2;2020-10-02;8;13
Density;-12.0970893802243;-77.0060047403481;4;2020-05-08;14;23
Density;-12.1059981203269;-77.0340924376786;1;2020-06-23;5;9
Density;-12.111202456384;-77.0244654892306;4;2020-05-19;8;8
Issue;-12.1059405537333;-76.9856709489046;3;2020-08-05;12;16
Density;-12.0948522010718;-77.0157241524005;4;2020-09-01;5;9
Issue;-12.0857163910112;-76.9821544701281;3;2020-02-21;11;21
Issue;-12.1143022912184;-76.9787918346339;1;2020-01-19;6;12
Density;-12.0772152634443;-76.9755141338067;1;2020-01-14;21;22
Issue;-12.1128886215988;-77.0080892470862;2;2020-11-23;19;21
Issue;-12.0698007120673;-77.0511508196667;1;2020-01-30;23;23
Issue;-12.1140209000737;-77.0426909921579;4;2020-10-06;23;23
Density;-12.0844483937132;-76.9854469867518;3;2020-02-09;19;19
Issue;-12.1054305922907;-76.9777643792274;2;2020-07-13;11;11
Issue;-12.1027565478039;-76.9673323999603;3;2020-05-05;0;8
Density;-12.0675508890653;-77.0417104686867;4;2020-08-02;13;21
Density;-12.0814879691172;-77.027952687223;4;2020-07-11;14;19
Density;-12.0908457725265;-76.9682991301669;2;2020-07-13;3;14
Density;-12.1055645370672;-77.0356182217344;1;2020-09-11;8;20
Density;-12.1049531693143;-77.0197037219061;4;2020-11-19;9;17
Issue;-12.0677700007037;-77.0000216538011;2;2020-06-14;10;15
Issue;-12.1128435197548;-77.0189058644641;1;2020-09-01;11;14
Issue;-12.0971993211129;-76.9969018651349;5;2020-08-25;20;23
Density;-12.0975975497831;-76.9840361397145;5;2020-01-06;13;19
Issue;-12.0842642568382;-77.0156093021857;3;2020-09-16;10;15
Issue;-12.0670521587446;-77.0509081208729;3;2020-02-02;7;13
Density;-12.0681408502099;-76.9789369157072;1;2020-12-11;3;15
Density;-12.1098676732116;-76.9746929544007;4;2020-02-25;6;13
Issue;-12.0652154609595;-77.020751547421;1;2020-12-16;10;11
Issue;-12.1142842861545;-76.996562644416;1;2020-09-02;9;10
Density;-12.0855705630739;-76.9776255384854;2;2020-10-03;4;17
Density;-12.0725906990059;-77.0160796146567;5;2020-04-30;11;11
Density;-12.0885344522402;-77.0446957908542;3;2020-04-24;2;5
Density;-12.0927272108856;-77.0002064352014;1;2020-04-28;9;14
Density;-12.1028977912434;-77.0361695949683;4;2020-01-14;6;23
Issue;-12.0871434482775;-77.0281517711603;2;2020-04-03;18;19
Density;-12.1068453388212;-76.971935771877;2;2020-06-19;16;23
Density;-12.1158819572681;-77.0176748581394;3;2020-02-01;9;20
Density;-12.1051876020292;-77.004911856228;1;2020-12-19;18;18
Issue;-12.0756371049383;-77.0432632420586;1;2020-10-23;21;22
Density;-12.1107427617992;-77.0016148720336;4;2020-03-15;10;22
Issue;-12.0648388872864;-77.0221587666235;2;2020-01-22;12;18
Issue;-12.0799338134549;-77.0403737468984;1;2020-06-14;22;22
Issue;-12.0650214072119;-76.9953103210168;3;2020-06-18;3;19
Density;-12.11338371962;-77.0404196513748;5;2020-07-23;16;19
Density;-12.1050981937966;-76.9700482103378;3;2020-12-25;12;19
Issue;-12.0847838963016;-77.0284995959095;4;2020-11-30;14;20
Density;-12.0650752508961;-77.0341318379442;3;2020-07-31;11;13
Issue;-12.0812890669716;-76.9667495178231;1;2020-04-26;3;7
Density;-12.0883692470774;-76.9854004779099;2;2020-12-10;10;12
Density;-12.1053494366276;-76.9778130501782;3;2020-08-20;22;22
Density;-12.0881773394291;-77.0439344138364;1;2020-12-23;9;22
Issue;-12.110226901917;-76.9702732671552;5;2020-08-17;9;21
Issue;-12.1102326960839;-77.0255698176566;4;2020-05-07;11;15
Issue;-12.0744828262014;-77.0208700678706;2;2020-03-06;9;17
Density;-12.0884388044265;-77.0165729786964;3;2020-10-14;4;21
Issue;-12.1120573937187;-77.0262481442752;1;2020-10-18;6;18
Issue;-12.0776529878831;-77.0495623604364;1;2020-05-05;6;11
Density;-12.1110713908377;-76.9979688639246;2;2020-01-12;12;15
Issue;-12.0924425771118;-77.0262684222952;3;2020-06-25;16;19
Density;-12.0897514380515;-76.9832034078755;2;2020-09-20;11;19
Issue;-12.0944158761288;-77.0061758672478;4;2020-04-25;4;16
Issue;-12.106886377601;-77.0264252328139;5;2020-11-22;16;23
Issue;-12.0860149432603;-77.0264651328349;5;2020-02-15;15;22
Density;-12.0663730185485;-77.0277960969553;2;2020-03-04;8;21
Density;-12.1117719884372;-77.0256885523915;3;2020-07-27;1;22
Density;-12.0902593267143;-76.9711347023914;2;2020-09-05;16;22
Density;-12.0741104464113;-77.0394901278825;5;2020-10-13;12;23
Density;-12.0683628455541;-76.9932207312827;1;2020-02-23;2;23
Density;-12.089834368369;-76.9862544705719;1;2020-01-20;3;17
Issue;-12.1155920322927;-77.0131723827543;1;2020-05-27;22;23
Issue;-12.1116487417942;-77.0390740439539;1;2020-06-25;0;3
Issue;-12.1101958983476;-76.9898903433268;4;2020-06-12;4;8
Density;-12.0963929944586;-77.0233999448714;5;2020-11-13;8;8
Issue;-12.0805909935568;-76.9873247088481;4;2020-09-17;11;11
Density;-12.0697333847025;-76.9684040736612;3;2020-01-20;2;8
Density;-12.114318070094;-76.9688130043689;2;2020-03-18;5;22
Issue;-12.069817617682;-77.0495269489109;1;2020-05-15;14;20
Density;-12.1102396573935;-76.9704942561272;2;2020-03-09;20;23
Issue;-12.1133669414831;-76.9720588106108;3;2020-10-17;2;3
Density;-12.0719720461866;-77.0126233328588;1;2020-04-16;23;23
Issue;-12.0824181149654;-76.9692274929973;4;2020-01-01;7;13
Issue;-12.0679592295242;-76.9661624402883;1;2020-05-30;8;23
Density;-12.1105707674419;-76.9912468799911;4;2020-08-08;0;3
Issue;-12.080269586904;-76.9839550165429;3;2020-09-22;20;20
Issue;-12.0968026910638;-76.9749504811039;4;2020-08-23;5;18
Density;-12.1133439740506;-77.0379396655003;1;2020-03-27;0;10
Density;-12.0775533368004;-76.9760507089342;3;2020-04-13;3;16
Density;-12.1109787189019;-76.9945934195122;1;2020-11-22;23;23
Density;-12.0895932441333;-76.9935225625663;4;2020-12-22;16;21
Issue;-12.0684130124366;-77.0325178852895;2;2020-05-12;7;7
Density;-12.1127341821413;-77.0398697619408;3;2020-10-02;9;23
Density;-12.0831864183461;-76.9695272294924;3;2020-03-26;12;15
Issue;-12.0976449850095;-77.0518693059635;1;2020-03-17;9;14
Density;-12.1075362216407;-76.9775428481478;1;2020-07-22;10;13
Issue;-12.0870207104456;-77.0253441540577;1;2020-12-12;8;12
Density;-12.1085353827743;-77.0410251706994;3;2020-03-24;12;16
Issue;-12.1005429169068;-76.9705274825171;3;2020-07-05;23;23
Density;-12.0799115260377;-76.9725142653005;2;2020-12-24;21;23
Issue;-12.1038478102133;-77.0301956421118;1;2020-03-13;12;23
Issue;-12.0852592389059;-77.0168714634115;2;2020-07-24;7;20
Density;-12.0781986170972;-76.97850122031;4;2020-07-17;19;20
Density;-12.1130780977217;-76.9798511150576;2;2020-10-28;23;23
Density;-12.0889747356035;-76.9671888161292;4;2020-05-10;7;12
Issue;-12.1057985821254;-77.0351566988791;3;2020-06-03;10;10
Issue;-12.0990836135185;-77.0354759648602;5;2020-09-05;8;8
Density;-12.0752864598568;-76.9953108512813;2;2020-07-13;7;13
Issue;-12.1063081435616;-77.00358733841;3;2020-01-31;17;17
Issue;-12.1077655841305;-77.015265811085;4;2020-08-30;3;8
Issue;-12.1093776779965;-77.0210754360293;4;2020-03-23;16;20
Issue;-12.0871194658341;-76.9740778856563;5;2020-08-28;17;17
Issue;-12.1011684600446;-76.9726833217536;5;2020-03-05;21;23
Issue;-12.110552471558;-76.9916244657711;4;2020-08-31;7;16
Issue;-12.1032122527689;-77.0300360013036;1;2020-09-22;7;22
Density;-12.1028741079294;-76.9801975639621;3;2020-09-19;21;23
Issue;-12.1098009655729;-77.0052190054243;2;2020-01-05;18;22
Density;-12.0664485009828;-77.0103197028403;4;2020-01-10;22;23
Density;-12.0937539287915;-76.9672010616874;5;2020-02-13;23;23
Issue;-12.0745472077981;-76.9727911523683;1;2020-01-02;16;23
Density;-12.0886120292312;-76.9692950134357;5;2020-09-15;17;22
Density;-12.0886638344752;-77.0280098651643;4;2020-07-10;15;18
Issue;-12.111960354903;-77.0414092384229;2;2020-09-10;21;23
Issue;-12.0895923851863;-76.9672190373207;1;2020-08-31;3;19
Issue;-12.0913299250871;-76.9826154982702;5;2020-01-11;0;0
Density;-12.113226437;-76.9850168238;5;2020-02-06;8;13
Issue;-12.0938658087718;-77.0306918137859;1;2020-01-05;18;22
Density;-12.0677476366258;-77.0023451511584;3;2020-09-26;22;23
Issue;-12.1138706589966;-77.0073207091552;1;2020-07-03;5;14
Density;-12.0655927277234;-76.9706722233596;5;2020-05-17;21;21
Issue;-12.0676911867213;-76.9675120842807;2;2020-10-25;15;20
Density;-12.1097543975951;-77.0485182635476;4;2020-08-19;3;22
Density;-12.1032912750168;-76.9731236890293;3;2020-07-28;10;13
Issue;-12.0760620658177;-77.0365038246762;1;2020-01-09;1;8
Issue;-12.0746099757921;-77.0409227750053;1;2020-04-01;12;18
Density;-12.072867703284;-77.0425992178151;2;2020-03-04;2;7
Density;-12.0704649932121;-77.0001791249403;1;2020-03-30;22;23
Density;-12.0955534324242;-76.9945344379776;5;2020-02-04;4;10
Issue;-12.0656365361517;-77.031603508077;3;2020-09-13;4;5
Issue;-12.0976071228642;-77.0516208087655;3;2020-12-07;2;4
Density;-12.0836543553171;-76.9762562740269;3;2020-08-26;7;23
Density;-12.0822947187429;-77.0234778624987;2;2020-12-29;19;20
Issue;-12.0951803652466;-76.9889101631402;5;2020-03-27;12;16
Issue;-12.0833949265187;-77.0327131959844;2;2020-08-11;18;18
Issue;-12.0674409648446;-76.9694460339103;5;2020-10-01;9;14
Issue;-12.081184068409;-76.9695711949218;1;2020-09-24;20;20
Density;-12.0795733631558;-76.9740237347217;3;2020-10-12;21;23
Density;-12.1078630865248;-76.9725231952309;2;2020-01-23;5;22
Density;-12.0811530748241;-76.9697643191662;5;2020-06-08;22;22
Issue;-12.0934004083952;-77.0147951074142;1;2020-01-27;7;20
Density;-12.0918747478042;-76.9899381356225;3;2020-02-01;11;21
Density;-12.0694991351554;-77.0476336613262;2;2020-09-30;17;22
Issue;-12.0918370808041;-76.9712405090609;4;2020-02-01;7;8
Issue;-12.0942727513999;-76.9870715713481;5;2020-10-05;10;21
Density;-12.081202129335;-76.9844964297072;3;2020-12-22;22;23
Density;-12.105873117936;-76.9923561165087;1;2020-06-13;18;19
Issue;-12.0883653437557;-76.996114803765;4;2020-06-29;6;14
Density;-12.0862956205962;-77.048239649616;4;2020-07-11;19;20
Density;-12.1140061361469;-76.9964165380917;1;2020-04-02;4;9
Density;-12.1034368538528;-76.9926937084409;3;2020-05-11;16;23
Issue;-12.097303506021;-77.0412476016171;5;2020-05-09;4;15
Density;-12.088470703477;-77.024896632442;5;2020-12-31;3;13
Density;-12.09554197328;-76.9698146838495;2;2020-03-16;17;18
Issue;-12.08830613604;-76.9979585473127;5;2020-07-23;18;20
Issue;-12.1079332836386;-77.0057801146247;4;2020-06-28;1;8
Issue;-12.0952513451664;-76.9751136769424;4;2020-11-29;5;15
Issue;-12.1137796646663;-77.0305730893645;5;2020-12-20;13;18
Issue;-12.1005536632344;-76.9716289941224;4;2020-08-16;23;23
Issue;-12.0811002145823;-76.9919482982799;4;2020-01-11;15;18
Density;-12.1141353245975;-76.9741051271711;3;2020-03-17;15;21
Density;-12.0924349032837;-77.0288234833762;1;2020-09-24;5;11
Density;-12.082093831941;-77.0033681933515;3;2020-11-02;9;13
Issue;-12.0839827700559;-77.0458447206891;3;2020-05-15;1;17
Density;-12.0675629334066;-77.0511867703664;3;2020-06-26;6;10
Issue;-12.0696877308476;-76.9923109261648;3;2020-07-08;17;18
Density;-12.1071011335954;-76.9921476839529;3;2020-01-17;4;17
Density;-12.0952817422776;-76.9938105658927;2;2020-06-24;12;18
Issue;-12.093682448697;-77.013379960883;4;2020-09-12;7;20
Issue;-12.0750420650685;-77.0409035179379;4;2020-10-19;17;18
Density;-12.1007314646558;-77.0209003733646;1;2020-09-06;22;22
Issue;-12.0837836264754;-77.0197447266665;3;2020-12-07;0;22
Issue;-12.112414207779;-77.0258567548862;3;2020-07-10;13;19
Issue;-12.1100218275579;-76.9769078568241;3;2020-04-22;18;19
Issue;-12.0720360553959;-77.0462945682546;4;2020-03-31;3;17
Density;-12.1139312590611;-76.9745396980716;5;2020-11-24;18;23
Issue;-12.0894472511708;-77.0351256342464;1;2020-07-01;3;21
Density;-12.1081218771749;-77.0507550586285;5;2020-01-09;9;11
Issue;-12.0865528735105;-77.0088766649555;5;2020-05-21;12;12
Density;-12.1127172167548;-76.991986952023;3;2020-12-26;19;20
Issue;-12.074094096765;-77.0391385389172;2;2020-12-29;7;14
Issue;-12.0951198369795;-77.0244628208525;1;2020-01-27;9;21
Issue;-12.0655723747787;-77.0206108666322;1;2020-02-12;8;10
Issue;-12.0816830066372;-77.002926911255;5;2020-11-23;1;9
Issue;-12.1142661916652;-77.0075930203975;2;2020-10-03;16;17
Density;-12.0708544502011;-76.992440327546;4;2020-03-13;10;10
Issue;-12.0905263213686;-76.9727631622842;3;2020-05-02;22;23
Density;-12.0735591138108;-77.00116687181;1;2020-04-15;6;7
Issue;-12.0848630317626;-76.9774950479389;2;2020-01-21;8;20
Issue;-12.0904278822229;-77.0433348043386;3;2020-10-24;3;3
Density;-12.1026414757798;-77.0354610738133;1;2020-08-09;12;13
Density;-12.0859378563111;-77.0287348502892;5;2020-12-07;23;23
Density;-12.091480573095;-76.990570690268;5;2020-10-12;13;20
Issue;-12.1029142695808;-77.0124462297361;3;2020-01-12;21;21
Density;-12.0770625611333;-77.0423631560257;3;2020-09-29;22;22
Issue;-12.0882094995859;-77.0036107945862;3;2020-12-03;15;16
Density;-12.0853767360279;-76.9840431946142;2;2020-06-01;13;21
Density;-12.083343988309;-76.9705736728181;2;2020-04-04;17;20
Density;-12.1079929810182;-77.0454639875078;4;2020-08-15;9;16
Density;-12.0995721213861;-77.0065853638412;2;2020-09-08;11;20
Issue;-12.0735531989747;-77.0226424907198;3;2020-06-18;13;19
Issue;-12.0949407336787;-77.0183838545717;4;2020-01-02;13;13
Density;-12.1011356187737;-77.0028384813424;2;2020-03-30;13;16
Issue;-12.0836128190633;-77.044890004505;4;2020-09-16;21;21
Density;-12.1045822246274;-77.019528434873;2;2020-01-28;7;19
Density;-12.0937444400723;-76.9708333572254;5;2020-09-06;8;22
Issue;-12.0662121929568;-77.0447027781001;3;2020-08-29;13;18
Density;-12.0895941027883;-77.0190956606309;3;2020-08-02;7;13
Density;-12.1120900015537;-77.0121969395794;5;2020-06-04;22;22
Issue;-12.0716338931213;-77.029980105854;1;2020-09-21;18;21
Issue;-12.0660777055691;-77.0351144564995;1;2020-01-03;10;19
Density;-12.0855488961403;-76.9773517660717;5;2020-08-04;21;23
Issue;-12.0782138044062;-76.9904348809812;1;2020-09-11;9;23
Issue;-12.1057241415855;-77.0428280036438;1;2020-02-16;0;8
Issue;-12.0904839548077;-77.0302142846517;1;2020-09-17;18;20
Density;-12.0747564858858;-77.0204383789071;3;2020-11-24;22;22
Density;-12.1158223784623;-77.0001335472848;1;2020-10-13;5;6
Density;-12.0889119769534;-77.0506167287782;5;2020-03-14;15;21
Density;-12.0717904141445;-76.9912953727919;5;2020-04-16;8;17
Density;-12.0731088913542;-77.0489811955719;4;2020-03-05;23;23
Issue;-12.1142730004346;-77.0317274509275;3;2020-02-25;7;22
Issue;-12.0956446856708;-77.0007344428149;5;2020-06-15;10;10
Density;-12.0845548365193;-77.0348951932248;1;2020-07-03;7;22
Density;-12.0845374904879;-77.0371997682163;5;2020-03-26;5;17
Density;-12.112037858905;-77.0175070570483;3;2020-02-16;12;20
Density;-12.093481764087;-76.9894582480819;3;2020-01-07;8;10
Density;-12.0705153972169;-76.9720728693339;4;2020-01-15;11;18
Issue;-12.078256113703;-77.0286894045244;2;2020-12-14;2;7
Issue;-12.0819498505696;-77.0207088351946;2;2020-01-10;6;21
Issue;-12.1164384013793;-77.0206761176715;3;2020-10-13;6;21
Issue;-12.0746474716011;-76.9668387977182;2;2020-06-11;23;23
Density;-12.115441439988;-77.0290482798346;4;2020-09-26;3;16
Issue;-12.1136907504737;-77.0283034474015;2;2020-07-12;8;16
Issue;-12.0876919354886;-77.0062896155205;5;2020-10-27;18;23
Density;-12.0736191918243;-77.0136078907775;4;2020-02-08;2;3
Density;-12.086825934011;-76.9711590526527;1;2020-11-21;2;14
Issue;-12.0954848012551;-77.0227948567258;2;2020-06-16;22;22
Issue;-12.0729576336715;-77.0017452807741;3;2020-02-07;15;17
